Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2356,527376090,A,RL,78,10140,Pave,NA,1,Lvl,1,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,4,2,788,6,0,268,1056,GasA,1,Y,1,1074,0,0,1074,1,0,1,1,3,1,3,6,1,0,6,Attchd,1975,2,2,495,3,3,1,0,88,0,0,0,0,5,2,NA,0,7,2006,WD ,Normal,153500
2358,527377030,A,RL,78,10140,Pave,NA,1,Lvl,1,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,3,3,CBlock,3,3,4,2,663,5,377,0,1040,GasA,4,Y,1,1309,0,0,1309,1,0,1,1,3,1,2,5,1,1,4,Attchd,1974,2,2,484,3,3,1,265,0,0,0,0,648,4,1,NA,0,1,2006,WD ,Normal,181000
2359,527378010,A,RL,80,10000,Pave,NA,1,Lvl,1,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,176,3,3,CBlock,3,3,4,2,755,6,0,348,1103,GasA,3,Y,1,1103,0,0,1103,0,0,2,0,3,1,3,6,1,0,6,Attchd,1974,3,2,462,3,3,1,295,84,0,0,0,0,5,3,NA,0,6,2006,WD ,Normal,155000
2363,527404180,A,RL,60,7200,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,4,20,5,620,224,864,GasA,3,Y,1,874,0,0,874,0,1,1,0,3,1,3,5,1,0,6,Detchd,1995,3,2,576,3,3,1,63,0,0,0,0,0,5,5,NA,0,3,2006,WD ,Normal,97500
2364,527427210,L,RH,26,8773,Pave,NA,3,Lvl,1,FR2,1,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2002,2002,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,PConc,2,3,4,1,951,6,0,536,1487,GasA,1,Y,1,1419,0,0,1419,1,0,2,0,2,1,2,4,1,0,6,Attchd,2002,1,2,543,3,3,1,196,68,0,0,0,0,5,5,NA,0,9,2006,WD ,Normal,190000
2365,527450010,M,RM,24,2760,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514,3,3,CBlock,3,3,4,6,0,6,0,525,525,GasA,3,Y,1,525,567,0,1092,0,0,1,1,3,1,3,6,1,0,6,Detchd,1973,3,2,440,3,3,1,0,0,0,0,0,0,5,5,NA,0,12,2006,WD ,Normal,105500
2366,527450080,M,RM,24,2160,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,3,3,CBlock,3,3,4,5,402,6,0,363,765,GasA,2,Y,1,765,600,0,1365,0,0,1,1,3,1,2,7,2,1,4,Attchd,1973,3,2,440,3,3,1,0,36,0,0,0,0,5,5,NA,0,6,2006,WD ,Normal,125500
2367,527450210,M,RM,21,1953,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408,3,3,CBlock,3,4,4,3,309,6,0,174,483,GasA,3,Y,1,483,504,0,987,0,0,1,1,2,1,3,5,1,0,6,Detchd,1973,3,1,264,3,3,1,72,0,0,0,0,0,5,5,NA,0,6,2006,WD ,Normal,83000
2368,527450460,M,RM,21,1890,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380,3,3,CBlock,3,3,4,2,282,6,0,212,494,GasA,1,Y,1,494,536,0,1030,0,0,1,1,3,1,3,6,1,0,6,Detchd,1973,3,1,264,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2006,WD ,Normal,116000
2370,527451380,M,RM,21,1680,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,281,3,3,CBlock,3,3,4,3,317,6,0,355,672,GasA,2,Y,1,672,546,0,1218,0,1,1,1,3,1,3,7,1,0,6,Detchd,1972,3,1,264,3,3,1,0,28,0,0,0,0,5,5,NA,0,5,2006,WD ,Normal,118000
2371,527451450,M,RM,21,1680,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,3,3,CBlock,3,3,4,2,276,6,0,207,483,GasA,3,Y,1,483,465,0,948,0,0,1,1,2,1,3,5,1,0,6,Detchd,1972,3,1,264,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2006,WD ,Normal,89000
2372,527451460,M,RM,21,1680,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,3,3,CBlock,3,3,4,3,382,6,0,143,525,GasA,2,Y,1,525,567,0,1092,0,0,1,1,3,1,3,6,1,0,6,Detchd,1972,3,1,264,3,3,1,352,0,0,0,0,0,5,1,NA,0,10,2006,WD ,Normal,108000
2373,527451520,M,RM,21,1680,Pave,NA,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297,3,3,CBlock,3,3,4,6,0,6,0,483,483,GasA,3,Y,1,483,504,0,987,0,0,1,1,2,1,3,5,1,1,5,Attchd,1972,3,1,288,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2006,WD ,Normal,94500
2374,527452070,L,RL,53,4043,Pave,NA,1,Lvl,1,Inside,1,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,2,3,4,2,727,3,156,186,1069,GasA,2,Y,1,1069,0,0,1069,0,1,2,0,2,1,3,4,1,1,5,Attchd,1975,2,2,440,3,3,1,0,55,0,0,225,0,5,5,NA,0,7,2006,WD ,Normal,146300
2375,527452290,A,RL,65,7514,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,3,2,373,4,108,462,943,GasA,3,Y,1,1387,0,0,1387,1,0,1,0,3,1,3,6,1,1,3,Attchd,1974,2,1,300,3,3,1,0,0,240,0,0,0,5,5,NA,0,9,2006,WD ,Normal,145000
2376,527452310,J,RL,68,7838,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,2,2,769,6,0,95,864,GasA,3,Y,1,900,0,0,900,1,0,1,0,3,1,3,6,1,1,5,Attchd,1967,2,1,288,3,3,1,175,144,0,0,0,0,5,4,NA,0,12,2006,WD ,Normal,123000
2377,527453070,L,RL,24,2280,Pave,NA,1,Lvl,1,FR2,1,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,3,3,4,2,120,3,492,443,1055,GasA,3,Y,1,1055,0,0,1055,1,0,2,0,2,1,3,4,1,0,6,Attchd,1976,3,1,319,3,3,1,0,29,0,0,0,0,5,5,NA,0,4,2006,WD ,Normal,137500
2378,527455100,M,RL,24,2179,Pave,NA,1,Lvl,1,Inside,1,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,2,3,4,2,70,6,0,785,855,GasA,2,Y,1,855,601,0,1456,0,0,2,1,3,1,3,6,1,1,3,Attchd,1976,2,2,460,3,3,1,0,28,0,0,0,0,5,5,NA,0,7,2006,WD ,Normal,144000
2404,528174080,L,RL,43,7052,Pave,NA,2,Lvl,1,Inside,1,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,2,3,PConc,2,3,2,1,659,6,0,705,1364,GasA,1,Y,1,1364,0,0,1364,1,0,2,0,2,1,2,6,1,1,2,Attchd,2005,2,2,484,3,3,1,192,36,0,0,0,0,5,5,NA,0,6,2006,WD ,Normal,185850
2433,528235130,F,RL,74,9056,Pave,NA,2,Lvl,1,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,1,2,2,6,0,6,0,707,707,GasA,1,Y,1,707,707,0,1414,0,0,2,1,3,1,2,6,1,1,2,Attchd,2004,1,2,403,3,3,1,100,35,0,0,0,0,5,5,NA,0,10,2006,WD ,Normal,178000
2469,528488120,A,FV,62,7500,Pave,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,4,6,0,6,0,1257,1257,GasA,1,Y,1,1266,0,0,1266,0,0,2,0,3,1,2,6,1,1,3,Attchd,2005,3,2,453,3,3,1,38,144,0,0,0,0,5,5,NA,0,4,2006,WD ,Normal,176000
2481,531452080,L,RL,50,7175,Pave,NA,1,Lvl,1,Inside,1,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,Plywood,None,0,2,3,PConc,2,3,4,1,904,6,0,494,1398,GasA,2,Y,1,1398,0,0,1398,1,0,2,0,2,1,2,5,1,0,6,Attchd,1990,2,2,542,3,3,1,0,46,0,0,0,0,5,2,NA,0,7,2006,WD ,Normal,172000
2482,531452100,L,RL,50,7175,Pave,NA,1,Lvl,1,Inside,1,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1991,1991,Gable,CompShg,Plywood,Plywood,None,0,2,3,PConc,2,3,4,1,278,6,0,939,1217,GasA,2,Y,1,1217,0,0,1217,0,0,2,0,2,1,2,5,1,0,6,Attchd,1991,2,2,484,3,3,1,0,64,0,0,0,0,5,5,NA,0,6,2006,WD ,Normal,151000
2486,532351060,A,RL,70,9100,Pave,NA,1,Lvl,1,Inside,1,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51,3,3,CBlock,3,3,4,5,36,6,0,952,988,GasA,1,Y,1,988,0,0,988,1,0,1,0,3,1,3,6,1,0,6,Detchd,1977,3,2,624,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2006,WD ,Normal,129500
2490,532353180,I,RL,88,8471,Pave,NA,2,Lvl,1,Corner,1,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46,3,3,CBlock,2,2,2,2,506,6,0,0,506,GasA,3,Y,1,1212,0,0,1212,1,0,1,0,3,1,3,6,1,1,3,Attchd,1978,3,2,492,3,3,1,292,12,0,0,0,0,5,3,NA,0,7,2006,WD ,Normal,151000
2492,532376180,A,RL,65,8450,Pave,NA,1,Lvl,1,Inside,1,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90,3,3,CBlock,3,3,4,3,162,4,270,450,882,GasA,3,Y,1,909,0,0,909,0,0,1,0,3,1,3,5,1,0,6,Attchd,1968,3,1,294,3,3,1,0,155,0,0,0,0,5,2,NA,0,11,2006,COD,Normal,116000
2497,532378160,A,RL,65,6993,Pave,NA,1,Lvl,1,Inside,1,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,4,3,465,6,0,447,912,GasA,3,Y,1,1236,0,0,1236,0,0,1,0,3,1,3,6,1,1,3,Attchd,1961,3,1,288,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2006,WD ,Normal,135000
2505,533206040,L,FV,34,3628,Pave,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,PConc,2,3,4,6,0,6,0,1143,1143,GasA,1,Y,1,1143,0,0,1143,0,0,1,1,1,1,2,5,1,1,2,Attchd,2004,2,2,588,3,3,1,0,191,0,0,0,0,5,5,NA,0,5,2006,WD ,Normal,176400
2506,533208050,L,FV,37,3316,Pave,Pave,2,Lvl,1,Inside,1,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,PConc,2,3,4,1,1039,6,0,208,1247,GasA,1,Y,1,1247,0,0,1247,1,0,1,1,1,1,2,4,1,1,2,Attchd,2005,1,2,550,3,3,1,0,84,0,0,0,0,5,5,NA,0,4,2006,WD ,Normal,197000
2507,533212100,M,FV,30,3180,Pave,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,PConc,2,3,4,6,0,6,0,600,600,GasA,1,Y,1,520,600,80,1200,0,0,2,1,2,1,2,4,1,0,6,Detchd,2005,2,2,480,3,3,1,0,166,0,0,0,0,5,5,NA,0,6,2006,WD ,Normal,151000
2508,533212110,M,FV,24,2544,Pave,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,PConc,2,3,4,6,0,6,0,600,600,GasA,1,Y,1,520,623,80,1223,0,0,2,1,2,1,2,4,1,0,6,Detchd,2005,2,2,480,3,3,1,0,166,0,0,0,0,5,5,NA,0,7,2006,WD ,Normal,147400
2509,533212120,M,FV,24,2544,Pave,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,PConc,2,3,4,6,0,6,0,600,600,GasA,1,Y,1,520,623,80,1223,0,0,2,1,2,1,2,4,1,0,6,Detchd,2005,2,2,480,3,3,1,0,166,0,0,0,0,5,5,NA,0,7,2006,WD ,Normal,149900
2512,533223010,M,FV,35,3735,Pave,NA,1,Lvl,1,FR3,1,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218,2,3,PConc,2,3,4,1,450,6,0,241,691,GasA,1,Y,1,713,739,0,1452,1,0,2,1,3,1,2,6,1,0,6,Detchd,1999,3,2,506,3,3,1,0,34,0,0,0,0,5,5,NA,0,3,2006,WD ,Normal,183900
2517,533250130,L,RL,30,9549,Pave,NA,2,Lvl,1,CulDSac,1,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0,2,2,PConc,2,2,2,5,437,1,1057,0,1494,GasA,1,Y,1,1494,0,0,1494,1,0,1,1,2,1,1,6,1,1,2,Attchd,1995,1,2,481,3,3,1,0,30,0,0,216,0,5,5,NA,0,4,2006,WD ,Normal,270000
2520,533253050,L,RL,36,3640,Pave,NA,2,Lvl,1,CulDSac,1,Greens,Norm,Norm,Twnhs,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,2,3,CBlock,2,3,1,1,860,6,0,176,1036,GasA,3,Y,1,1036,0,0,1036,1,0,1,0,1,1,2,4,1,1,3,Detchd,1980,1,2,484,3,3,1,133,108,0,0,0,0,5,5,NA,0,9,2006,WD ,Normal,188000
2521,533253090,L,RL,40,3874,Pave,NA,2,Lvl,1,Inside,1,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,2,3,CBlock,2,3,1,1,807,6,0,419,1226,GasA,3,Y,1,1226,0,0,1226,1,0,1,0,1,1,2,4,1,1,4,Attchd,1980,1,2,484,3,3,1,133,78,0,0,0,0,5,5,NA,0,7,2006,WD ,Normal,190000
2522,533253160,L,RL,40,3876,Pave,NA,2,Lvl,1,Inside,1,Greens,Norm,Norm,Twnhs,1Story,8,5,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0,2,3,CBlock,2,3,1,1,652,4,526,48,1226,GasA,3,Y,1,1226,0,0,1226,1,0,1,0,1,1,2,4,1,1,3,Attchd,1978,1,2,484,3,3,1,133,60,0,0,0,0,5,5,NA,0,7,2006,WD ,Normal,170000
2524,534125210,P,RL,79,13110,Pave,NA,2,Lvl,1,Corner,1,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144,3,3,CBlock,2,3,4,1,962,6,0,191,1153,GasA,1,Y,1,1193,0,0,1193,1,0,2,0,2,1,3,6,1,0,6,Attchd,1972,1,2,501,3,3,1,140,153,0,0,0,0,5,2,NA,0,7,2006,WD ,Normal,146500
2527,534127270,F,RL,90,11700,Pave,NA,1,Lvl,1,Corner,1,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,420,3,3,CBlock,3,3,4,2,404,6,0,304,708,GasA,2,Y,1,708,708,0,1416,0,0,2,1,3,1,3,7,1,1,3,Attchd,1968,2,2,776,3,3,1,0,169,0,0,119,0,5,5,NA,0,5,2006,WD ,Normal,179900
2530,534175100,A,RL,78,10140,Pave,NA,1,Lvl,1,Inside,1,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264,3,3,CBlock,3,3,4,3,553,5,68,713,1334,GasA,2,Y,1,1334,0,0,1334,1,0,2,0,3,1,3,7,1,0,6,Attchd,1967,2,2,477,3,3,1,0,20,35,0,264,0,5,5,NA,0,4,2006,WD ,Normal,164500
2531,534176250,A,RL,80,9600,Pave,NA,1,Lvl,1,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168,3,3,CBlock,3,3,4,6,0,6,0,1164,1164,GasA,3,Y,1,1164,0,0,1164,0,0,1,1,3,1,3,6,1,0,6,Attchd,1969,3,2,528,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2006,COD,Normal,140000
2532,534201130,I,RL,75,9750,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,3,3,2,2,400,4,480,100,980,GasA,2,Y,1,980,0,0,980,0,0,2,0,3,1,3,6,1,0,6,Attchd,1967,1,1,384,3,3,1,68,0,0,0,0,0,5,5,NA,0,10,2006,WD ,Normal,135500
2533,534201230,A,RL,80,9600,Pave,NA,1,Lvl,1,Corner,1,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,2,758,6,0,293,1051,GasA,2,Y,1,1051,0,0,1051,1,0,1,0,3,1,3,6,1,0,6,Attchd,1968,2,2,504,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2006,WD ,Normal,142000
2536,534201280,A,RL,70,8400,Pave,NA,1,Lvl,1,Inside,1,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168,3,3,CBlock,3,3,2,3,1016,6,0,36,1052,GasA,2,Y,1,1052,0,0,1052,1,0,1,1,3,1,3,5,1,0,6,Attchd,1968,2,1,288,3,3,1,356,0,0,0,0,0,5,3,NA,0,11,2006,WD ,Normal,138500
2537,534201300,J,RL,70,8400,Pave,NA,1,Lvl,1,Inside,1,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,1,1,744,6,0,89,833,GasA,2,Y,1,898,0,0,898,1,0,1,0,3,1,3,6,1,0,6,Attchd,1968,2,1,326,3,3,1,143,0,0,0,0,0,5,5,NA,0,8,2006,WD ,Normal,140000
2539,534202180,I,RL,80,9600,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,5,7,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,140,3,3,PConc,3,3,2,2,602,4,402,137,1141,GasA,2,Y,1,1141,0,0,1141,1,0,1,0,3,1,3,6,1,0,6,Attchd,1967,3,1,568,3,3,1,0,78,0,0,0,0,5,5,NA,0,7,2006,WD ,Normal,158000
2540,534226060,A,RL,71,9230,Pave,NA,1,Lvl,1,Corner,1,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166,3,3,CBlock,3,3,3,1,661,6,0,203,864,GasA,2,Y,1,1200,0,0,1200,1,0,1,1,1,1,2,6,1,0,6,Detchd,1977,3,2,884,3,3,1,0,64,0,0,0,0,5,2,NA,0,10,2006,WD ,Normal,146000
2543,534276010,A,RL,70,9100,Pave,NA,1,Lvl,1,Corner,1,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,3,521,5,174,169,864,GasA,3,Y,1,864,0,0,864,1,0,1,0,3,1,3,5,1,0,6,Detchd,1964,3,2,624,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2006,WD ,Normal,129900
2546,534403280,A,RL,80,8800,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425,3,3,CBlock,3,3,4,3,553,6,0,698,1251,GasA,3,Y,1,1251,0,0,1251,1,0,1,0,3,1,3,6,1,2,2,Attchd,1964,2,1,461,3,3,1,0,116,0,0,0,0,5,2,Shed,700,3,2006,WD ,Normal,160000
2548,534403440,F,RL,85,9350,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,2Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,2,360,6,0,360,720,GasA,2,Y,1,720,720,0,1440,0,0,1,1,4,1,3,7,1,1,5,Attchd,1964,1,2,480,3,3,1,0,32,240,0,0,0,5,5,NA,0,7,2006,WD ,Normal,157500
2549,534427090,P,RL,75,10382,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,2fmCon,SLvl,6,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,105,3,4,CBlock,3,3,1,2,513,6,0,75,588,GasA,3,Y,1,1095,0,0,1095,1,0,1,0,2,1,3,6,1,0,6,Attchd,1958,2,1,264,3,3,1,0,0,0,0,0,0,5,5,NA,0,3,2006,ConLD,Normal,140000
2551,534429130,A,RL,80,10800,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88,3,3,CBlock,3,3,4,2,632,6,0,616,1248,GasA,1,Y,1,1248,0,0,1248,1,0,1,0,3,1,3,6,1,0,6,Attchd,1960,3,1,286,3,3,1,0,0,0,0,0,0,5,2,NA,0,5,2006,WD ,Normal,151500
2552,534430050,B,RL,60,8550,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,3,574,6,0,242,816,GasA,1,Y,1,816,0,0,816,1,0,1,0,2,1,3,4,1,1,4,Attchd,1949,3,1,240,3,3,1,228,0,40,0,0,0,5,2,NA,0,7,2006,WD ,Normal,129800
2554,534431030,A,RL,68,9724,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1947,1950,Hip,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,4,6,0,6,0,938,938,GasA,1,Y,1,1043,0,0,1043,0,0,1,0,2,1,3,5,1,1,2,Detchd,1947,3,1,273,3,3,1,125,48,0,0,0,0,5,3,NA,0,5,2006,WD ,Normal,137000
2557,534451130,B,RL,52,5825,Pave,NA,2,Lvl,1,Inside,1,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108,3,2,PConc,4,3,3,6,0,6,0,600,600,GasA,2,Y,1,747,0,0,747,0,0,1,0,1,1,3,5,1,0,6,Detchd,1953,3,2,528,3,3,1,0,0,32,0,0,0,5,5,NA,0,6,2006,WD ,Normal,79900
2558,534453150,E,RL,92,7438,Pave,NA,2,Lvl,1,Inside,1,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0,3,3,PConc,4,3,4,6,0,6,0,504,504,GasA,2,Y,1,936,316,0,1252,0,0,1,0,3,1,3,5,1,0,6,Attchd,1986,3,2,576,3,3,1,104,0,0,0,0,0,5,2,NA,0,6,2006,WD ,Normal,127000
2559,534455080,A,RL,80,9600,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,3,3,915,6,0,336,1251,GasA,3,Y,1,1433,0,0,1433,1,0,1,0,3,1,3,7,2,1,2,Attchd,1961,3,2,441,3,3,1,144,0,205,0,0,0,5,5,NA,0,6,2006,WD ,Normal,161000
2561,534476100,A,RL,80,9600,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,144,3,3,CBlock,3,3,4,2,996,6,0,60,1056,GasA,1,Y,2,1216,0,0,1216,1,0,1,0,3,1,3,7,1,0,6,Attchd,1951,2,1,280,3,3,1,0,0,0,0,0,0,5,5,NA,0,5,2006,WD ,Normal,135000
2565,534479300,A,RL,82,9888,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,4,3,486,6,0,450,936,GasA,3,Y,2,936,0,0,936,0,0,1,0,2,1,3,5,1,0,6,Attchd,1954,3,1,240,3,3,1,0,0,160,0,0,0,5,2,NA,0,3,2006,WD ,Normal,121000
