Order,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
2141,A,RL,70,7700,Pave,NA,1,Lvl,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,5,138,4,468,276,882,GasA,3,Y,1,882,0,0,882,1,0,1,0,3,1,3,5,1,0,6,Detchd,1980,3,2,461,3,3,1,96,0,0,0,0,0,5,2,NA,0,3,2007,WD ,112500
2143,A,RL,60,7200,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,4,2,671,6,0,193,864,GasA,2,Y,1,864,0,0,864,1,0,1,0,3,1,1,5,1,0,6,Detchd,1977,1,2,576,2,1,1,155,0,0,0,0,0,5,5,NA,0,9,2007,WD ,127000
2144,A,RL,60,7200,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,0,3,2,CBlock,3,3,4,4,385,6,0,0,385,GasA,2,Y,1,875,0,0,875,0,0,1,0,3,1,2,5,1,0,6,Detchd,1975,3,2,728,3,3,1,352,0,0,0,0,0,5,5,NA,0,10,2007,WD ,117000
2148,A,RL,70,8749,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100,2,3,PConc,2,3,4,6,0,6,0,1459,1459,GasA,1,Y,1,1459,0,0,1459,0,0,2,0,3,1,2,6,1,1,2,Attchd,2002,2,2,527,3,3,1,192,39,0,0,0,0,5,5,NA,0,9,2007,WD ,192000
2157,L,RM,36,4435,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,2,3,PConc,2,3,2,1,659,6,0,189,848,GasA,1,Y,1,848,0,0,848,1,0,1,0,1,1,2,3,1,0,6,Attchd,2003,1,2,420,3,3,1,140,0,0,0,0,0,5,5,NA,0,11,2007,WD ,131500
2160,A,RL,65,8450,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,3,1,699,6,0,638,1337,GasA,1,Y,1,1337,0,0,1337,1,0,2,0,3,1,2,6,1,0,6,Attchd,2003,2,2,531,3,3,1,0,39,0,0,0,0,5,5,NA,0,10,2007,WD ,185000
2163,A,RL,63,8500,Pave,NA,1,Lvl,FR2,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106,2,3,PConc,2,3,2,6,0,6,0,1422,1422,GasA,1,Y,1,1422,0,0,1422,0,0,2,0,3,1,2,7,1,0,6,Attchd,2004,2,2,626,3,3,1,192,60,0,0,0,0,5,5,NA,0,11,2007,WD ,179600
2164,A,RL,65,8769,Pave,NA,1,Lvl,FR2,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,2,1,709,6,0,460,1169,GasA,1,Y,1,1190,0,0,1190,1,0,2,0,2,1,2,5,1,0,6,Attchd,2005,2,2,578,3,3,1,100,41,0,0,0,0,5,5,NA,0,10,2007,WD ,173500
2166,F,RL,64,8333,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,4,6,0,6,0,738,738,GasA,2,Y,1,738,753,0,1491,0,0,2,1,3,1,2,7,1,1,2,Attchd,2006,2,2,484,3,3,1,100,30,0,0,0,0,5,5,NA,0,5,2007,WD ,168675
2168,A,RL,70,9170,Pave,NA,1,Lvl,Corner,1,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,2,698,1,96,420,1214,GasA,1,Y,1,1214,0,0,1214,1,0,1,0,2,1,3,6,1,0,6,Detchd,1965,3,2,461,4,4,1,0,0,184,0,0,0,5,1,Shed,400,4,2007,WD ,140000
2170,A,RL,67,8308,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20,3,2,CBlock,3,3,4,3,132,5,841,115,1088,GasA,3,Y,1,1088,0,0,1088,0,0,1,0,2,1,3,4,1,0,6,Detchd,2002,3,2,520,3,3,2,0,0,0,0,0,0,5,5,NA,0,6,2007,COD,110000
2173,A,RL,80,8240,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198,3,3,CBlock,3,3,4,6,0,6,0,1179,1179,GasA,2,Y,1,1179,0,0,1179,0,0,1,0,2,1,3,5,3,0,6,Attchd,1960,1,2,622,3,3,2,0,0,0,0,0,0,5,1,NA,0,6,2007,WD ,110000
2175,I,RL,65,6285,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,None,0,3,4,CBlock,3,3,2,1,504,6,0,456,960,GasA,3,Y,1,1044,0,0,1044,1,0,1,0,3,1,3,7,1,1,4,Detchd,1976,3,2,528,3,4,1,228,0,0,0,0,0,5,5,NA,0,4,2007,WD ,133500
2179,A,RL,60,7024,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,1,2,4,2,980,6,0,110,1090,GasA,2,Y,1,1090,0,0,1090,1,0,1,1,2,1,3,5,1,0,6,Attchd,2005,1,2,450,3,3,1,0,49,0,0,0,0,5,5,NA,0,6,2007,WD ,157000
2180,F,RL,60,7023,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,2Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,2,4,1,611,6,0,123,734,GasA,2,Y,1,734,674,0,1408,1,0,2,1,3,1,3,6,1,0,6,BuiltIn,2005,1,2,489,3,3,1,0,85,0,0,0,0,5,5,NA,0,5,2007,WD ,171500
2183,O,RM,35,3675,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,76,3,3,PConc,2,3,1,1,467,6,0,80,547,GasA,1,Y,1,1072,0,0,1072,1,0,1,0,2,1,2,5,1,0,6,Basment,2005,1,2,525,3,3,1,0,44,0,0,0,0,5,5,NA,0,5,2007,WD ,140000
2184,A,RL,64,6400,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,2000,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,2,4,77,2,831,52,960,GasA,1,Y,1,960,0,0,960,1,0,1,0,2,1,4,4,1,0,6,Detchd,1959,3,1,392,3,3,1,144,0,35,0,0,0,5,5,NA,0,12,2007,WD ,131750
2192,A,RL,60,8172,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,3,544,6,0,224,768,GasA,3,Y,1,768,0,0,768,0,0,1,0,2,1,3,4,1,1,4,Detchd,1959,3,1,355,3,3,1,0,0,196,0,0,0,5,2,NA,0,7,2007,WD ,125000
2194,A,RL,60,8190,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,732,6,0,216,948,GasA,1,Y,1,948,0,0,948,1,0,1,0,3,1,3,5,1,1,3,Detchd,1956,3,1,280,3,3,1,0,36,0,0,0,0,5,5,NA,0,10,2007,WD ,119000
2199,B,RL,54,7223,Pave,NA,1,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,None,0,3,3,PConc,3,3,3,3,319,6,0,971,1290,GasA,3,Y,1,1422,0,0,1422,0,0,1,0,3,1,3,6,1,0,6,Detchd,1973,3,1,352,3,3,1,0,0,64,0,0,0,5,2,NA,0,4,2007,WD ,136500
2200,E,RL,51,6821,Pave,NA,1,HLS,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,3,113,6,0,538,651,GasA,2,Y,1,759,539,0,1298,0,0,2,0,2,1,3,8,1,1,2,Detchd,1994,3,1,240,3,3,2,216,0,168,0,0,0,5,5,NA,0,8,2007,WD ,146500
2202,G,RL,63,4000,Pave,NA,1,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,2,3,4,1,246,6,0,285,531,GasA,3,Y,1,567,531,0,1098,1,0,1,0,2,1,3,5,1,1,2,Detchd,1930,3,1,216,3,3,1,0,0,0,0,0,0,5,2,NA,0,6,2007,WD ,148500
2203,G,RL,53,6720,Pave,NA,1,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,BrkTil,3,3,4,6,0,6,0,585,585,GasA,3,N,1,851,585,0,1436,0,0,1,0,3,1,3,7,1,1,2,Detchd,1992,3,1,228,3,3,1,184,0,0,0,0,0,5,5,NA,0,4,2007,CWD,141500
2204,E,RL,55,7642,Pave,NA,1,Lvl,Corner,1,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,2,3,BrkTil,3,3,4,6,0,6,0,912,912,GasA,2,Y,1,912,514,0,1426,0,0,1,1,3,1,2,7,1,1,2,Detchd,1925,3,1,216,3,3,1,0,240,0,0,0,0,5,1,NA,0,6,2007,WD ,189950
2205,G,RL,53,7155,Pave,NA,1,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,6,0,6,0,686,686,GasA,3,Y,1,686,775,0,1461,0,0,1,0,3,1,3,6,1,1,2,Detchd,1926,3,1,225,3,3,3,0,0,116,0,0,0,5,2,NA,0,7,2007,WD ,135000
2207,B,RL,40,4280,Pave,NA,1,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0,3,3,PConc,3,3,4,5,365,6,0,75,440,GasA,3,N,1,694,0,0,694,0,0,1,0,2,1,2,4,1,1,2,Detchd,1990,3,1,352,2,3,2,0,0,34,0,0,0,5,2,NA,0,3,2007,WD ,90350
2208,E,RL,53,5362,Pave,NA,1,Lvl,Corner,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,3,PConc,3,3,4,6,0,6,0,661,661,GasA,1,Y,1,661,589,0,1250,0,0,2,0,3,1,3,8,1,1,2,Detchd,1985,3,2,552,3,3,1,242,0,81,0,0,0,5,5,NA,0,11,2007,WD ,139000
2209,B,RL,50,6305,Pave,NA,1,Bnk,Inside,1,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,PConc,4,4,4,6,0,6,0,920,920,GasA,1,Y,1,954,0,0,954,0,0,1,0,2,1,4,5,1,1,2,Basment,1938,3,1,240,4,3,1,0,0,0,0,0,0,5,2,NA,0,6,2007,WD ,119750
2218,P,RL,79,6221,Pave,NA,2,Lvl,Inside,1,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,4,4,5,533,6,0,195,728,GasA,1,Y,1,760,595,0,1355,0,0,2,0,3,1,3,5,1,0,6,Detchd,1966,3,2,528,3,3,1,0,0,0,0,144,0,5,2,NA,0,10,2007,WD ,140000
2226,M,RM,24,1782,Pave,NA,1,Lvl,Inside,1,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,2,3,4,1,330,6,0,186,516,GasA,2,Y,1,529,516,0,1045,0,0,1,0,2,1,3,5,1,1,3,Detchd,1980,3,2,462,3,3,1,180,0,0,0,0,0,5,2,NA,0,12,2007,WD ,123900
2228,L,RM,35,3907,Pave,NA,2,Bnk,Inside,2,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,1,1,577,6,0,427,1004,GasA,2,Y,1,1020,0,0,1020,1,0,1,0,1,1,3,4,1,0,6,Attchd,1988,3,2,509,3,3,1,135,0,0,0,0,0,5,5,NA,0,3,2007,WD ,200000
2233,E,RM,50,7000,Pave,NA,1,Lvl,Corner,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,2,375,6,0,345,720,GasA,2,Y,2,720,495,0,1215,0,0,1,0,3,1,2,6,1,0,6,Detchd,1965,1,2,720,3,3,1,0,0,30,0,0,0,5,2,NA,0,5,2007,WD ,141000
2234,D,RM,50,5000,Pave,NA,1,Lvl,Inside,1,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,2,3,116,6,0,604,720,GasA,5,N,3,803,0,0,803,0,0,1,0,2,1,3,5,1,0,6,Detchd,1941,3,2,360,3,3,1,0,0,244,0,0,0,5,5,NA,0,12,2007,WD ,87000
2236,E,RM,50,6060,Pave,NA,1,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,PConc,3,3,4,6,0,6,0,732,732,GasA,2,Y,1,772,351,0,1123,0,0,1,0,3,1,3,4,1,0,6,Detchd,1979,3,1,264,3,3,2,0,0,140,0,0,0,5,2,NA,0,6,2007,WD ,100000
2238,B,RM,46,3672,Pave,NA,1,Lvl,Inside,1,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Stucco,Stucco,None,0,3,3,BrkTil,3,3,4,6,0,6,0,816,816,GasA,1,Y,1,816,0,0,816,0,0,1,0,2,1,3,5,1,0,6,Detchd,1922,3,1,100,4,4,3,0,0,96,0,0,0,5,5,NA,0,9,2007,WD ,75200
2239,B,RM,59,8263,Pave,NA,1,Bnk,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0,3,3,BrkTil,3,3,4,6,0,6,0,1012,1012,GasA,3,Y,2,1012,0,0,1012,0,0,1,0,2,1,3,6,1,1,2,Detchd,1920,3,1,308,3,3,1,0,22,112,0,0,0,5,2,NA,0,5,2007,WD ,118400
2245,B,C (all),60,6060,Pave,NA,1,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,5,9,1930,2007,Hip,CompShg,MetalSd,MetalSd,None,0,2,3,BrkTil,3,3,4,2,737,6,0,100,837,GasA,1,Y,1,1001,0,0,1001,0,0,1,0,2,1,2,5,1,0,6,Detchd,1930,3,1,216,3,5,3,154,0,42,86,0,0,5,5,NA,0,11,2007,WD ,124900
2250,A,RL,71,9187,Pave,NA,1,Bnk,Corner,1,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,PConc,3,3,4,2,336,6,0,748,1084,GasA,3,Y,1,1080,0,0,1080,0,0,1,1,3,1,3,5,1,0,6,Attchd,1983,3,2,484,3,3,1,120,0,158,0,0,0,5,5,NA,0,6,2007,WD ,134000
2251,A,RL,80,10000,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,166,2,3,PConc,2,3,4,1,585,6,0,856,1441,GasA,1,Y,1,1392,0,0,1392,0,0,2,0,3,1,2,6,1,1,2,Attchd,2002,1,3,650,3,3,1,168,49,0,0,0,0,5,5,NA,0,12,2007,WD ,215000
2255,J,RL,82,8410,Pave,NA,2,Lvl,Corner,1,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,2,3,2,2,924,6,0,46,970,GasA,3,Y,1,1026,0,0,1026,1,0,1,0,2,1,3,5,1,1,5,Attchd,1974,3,2,528,3,3,1,193,0,0,0,0,0,5,5,NA,0,4,2007,WD ,143000
2262,A,RL,64,9037,Pave,NA,2,HLS,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32,2,3,PConc,2,3,2,1,428,6,0,1048,1476,GasA,1,Y,1,1484,0,0,1484,0,0,2,0,2,1,1,6,1,1,2,Attchd,2006,2,2,472,3,3,1,120,33,0,0,0,0,5,5,NA,0,12,2007,WD ,265900
2269,I,RL,73,9590,Pave,NA,2,Lvl,Corner,1,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,2,3,PConc,1,3,2,1,786,6,0,82,868,GasA,1,Y,1,1146,0,0,1146,1,0,2,0,3,1,2,6,1,1,2,Attchd,2003,1,2,438,3,3,1,160,22,0,0,0,0,5,5,NA,0,5,2007,WD ,187500
2280,L,RM,62,6710,Pave,NA,2,Lvl,FR3,1,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,134,3,3,PConc,1,3,2,4,16,1,904,0,920,GasA,1,Y,1,936,0,0,936,2,0,0,1,0,1,3,3,1,0,6,Attchd,1996,1,2,460,3,3,1,0,40,0,0,0,0,5,5,NA,0,6,2007,WD ,140000
2284,L,RM,44,4224,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,PConc,2,3,4,1,840,6,0,200,1040,GasA,3,Y,1,1060,0,0,1060,1,0,1,0,3,1,3,6,1,1,3,Attchd,1976,3,2,572,3,3,1,100,110,0,0,0,0,5,5,NA,0,6,2007,WD ,129900
2285,L,RM,44,4224,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,PConc,2,3,4,2,874,6,0,268,1142,GasA,3,Y,1,1142,0,0,1142,1,0,1,1,3,1,3,6,1,1,5,Attchd,1976,1,2,528,3,3,1,536,90,0,0,0,0,5,2,NA,0,8,2007,WD ,134000
2286,M,RM,21,1504,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,Twnhs,2Story,4,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,3,3,4,3,252,6,0,294,546,GasA,3,Y,1,546,546,0,1092,0,0,1,1,3,1,3,5,1,0,6,Attchd,1972,3,1,253,3,3,1,0,0,0,0,0,0,5,5,NA,0,5,2007,WD ,85500
2289,M,RM,21,2001,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80,3,3,CBlock,3,3,4,6,0,6,0,546,546,GasA,4,Y,1,546,546,0,1092,0,0,1,1,3,1,3,6,1,0,6,Attchd,1970,3,1,286,3,3,1,0,0,0,0,0,0,5,5,NA,0,1,2007,WD ,75000
2291,M,RM,21,1890,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,Twnhs,2Story,4,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,3,3,4,6,0,6,0,546,546,GasA,1,Y,1,546,546,0,1092,0,0,1,1,3,1,3,6,1,0,6,Attchd,1976,3,1,286,3,3,1,0,0,0,0,0,0,5,3,NA,0,4,2007,COD,75190
2293,J,RL,72,9129,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,144,3,3,PConc,2,3,2,1,923,6,0,0,923,GasA,3,Y,1,1008,0,0,1008,1,0,1,0,1,1,2,4,1,1,4,Attchd,1977,1,2,678,3,3,1,201,66,0,0,0,0,5,2,NA,0,7,2007,WD ,153500
2296,F,RL,68,8286,Pave,NA,2,Lvl,Corner,1,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,3,3,PConc,2,3,4,4,531,6,0,185,716,GasA,1,Y,1,716,716,0,1432,1,0,1,1,3,1,3,6,1,1,2,Attchd,1977,1,2,531,3,3,1,0,136,0,0,240,0,5,1,NA,0,6,2007,WD ,157000
2298,J,RL,54,7244,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,CBlock,2,3,2,2,619,6,0,149,768,GasA,1,Y,1,768,0,0,768,1,0,1,0,2,1,3,5,1,0,6,Detchd,1987,3,2,624,3,3,1,104,0,0,0,0,0,5,5,NA,0,4,2007,WD ,129500
2300,A,RL,69,7599,Pave,NA,1,Lvl,Corner,1,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,4,2,565,6,0,280,845,GasA,3,Y,1,845,0,0,845,1,0,1,0,2,1,3,4,1,0,6,Detchd,1987,3,2,360,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2007,WD ,129500
2302,A,RL,76,8314,Pave,NA,1,Lvl,Corner,1,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0,3,3,CBlock,3,3,1,2,546,6,0,270,816,GasA,3,Y,1,816,0,0,816,0,0,1,0,2,1,3,5,1,0,6,Attchd,1982,3,1,264,3,3,1,168,0,0,0,0,0,5,5,NA,0,6,2007,WD ,124500
2327,L,RL,30,3701,Pave,NA,2,Lvl,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,4,6,0,6,0,1191,1191,GasA,3,Y,1,1204,0,0,1204,0,0,2,0,2,1,3,5,1,0,6,Attchd,1987,2,2,461,3,3,1,120,70,0,0,0,0,5,5,NA,0,8,2006,WD ,130000
2359,A,RL,80,10000,Pave,NA,1,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,176,3,3,CBlock,3,3,4,2,755,6,0,348,1103,GasA,3,Y,1,1103,0,0,1103,0,0,2,0,3,1,3,6,1,0,6,Attchd,1974,3,2,462,3,3,1,295,84,0,0,0,0,5,3,NA,0,6,2006,WD ,155000
2363,A,RL,60,7200,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,4,20,5,620,224,864,GasA,3,Y,1,874,0,0,874,0,1,1,0,3,1,3,5,1,0,6,Detchd,1995,3,2,576,3,3,1,63,0,0,0,0,0,5,5,NA,0,3,2006,WD ,97500
2364,L,RH,26,8773,Pave,NA,3,Lvl,FR2,1,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2002,2002,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,PConc,2,3,4,1,951,6,0,536,1487,GasA,1,Y,1,1419,0,0,1419,1,0,2,0,2,1,2,4,1,0,6,Attchd,2002,1,2,543,3,3,1,196,68,0,0,0,0,5,5,NA,0,9,2006,WD ,190000
2365,M,RM,24,2760,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514,3,3,CBlock,3,3,4,6,0,6,0,525,525,GasA,3,Y,1,525,567,0,1092,0,0,1,1,3,1,3,6,1,0,6,Detchd,1973,3,2,440,3,3,1,0,0,0,0,0,0,5,5,NA,0,12,2006,WD ,105500
2366,M,RM,24,2160,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,3,3,CBlock,3,3,4,5,402,6,0,363,765,GasA,2,Y,1,765,600,0,1365,0,0,1,1,3,1,2,7,2,1,4,Attchd,1973,3,2,440,3,3,1,0,36,0,0,0,0,5,5,NA,0,6,2006,WD ,125500
2367,M,RM,21,1953,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408,3,3,CBlock,3,4,4,3,309,6,0,174,483,GasA,3,Y,1,483,504,0,987,0,0,1,1,2,1,3,5,1,0,6,Detchd,1973,3,1,264,3,3,1,72,0,0,0,0,0,5,5,NA,0,6,2006,WD ,83000
2368,M,RM,21,1890,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380,3,3,CBlock,3,3,4,2,282,6,0,212,494,GasA,1,Y,1,494,536,0,1030,0,0,1,1,3,1,3,6,1,0,6,Detchd,1973,3,1,264,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2006,WD ,116000
2370,M,RM,21,1680,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,281,3,3,CBlock,3,3,4,3,317,6,0,355,672,GasA,2,Y,1,672,546,0,1218,0,1,1,1,3,1,3,7,1,0,6,Detchd,1972,3,1,264,3,3,1,0,28,0,0,0,0,5,5,NA,0,5,2006,WD ,118000
